duration,vowel_group,age,gender,accent
0.09,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.13,back,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.08,central,no_info,no_info,no_info
0.17,front,no_info,no_info,no_info
1.0,back,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.22,back,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.17,central,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.08,central,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.4,back,no_info,no_info,no_info
0.13,front,no_info,no_info,no_info
0.23,central,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.37,back,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.26,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.12,front,no_info,no_info,no_info
0.2,front,no_info,no_info,no_info
0.15,central,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.24,back,no_info,no_info,no_info
0.69,central,no_info,no_info,no_info
0.11,front,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.1,central,no_info,no_info,no_info
0.08,central,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
1.03,back,no_info,no_info,no_info
0.57,front,no_info,no_info,no_info
0.11,front,no_info,no_info,no_info
0.08,central,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.16,back,no_info,no_info,no_info
0.07,central,no_info,no_info,no_info
0.04,central,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.08,central,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.25,back,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.83,back,no_info,no_info,no_info
0.15,central,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.15,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.15,back,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.1,central,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.12,back,no_info,no_info,no_info
0.13,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.15,central,no_info,no_info,no_info
0.08,central,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.3,front,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.11,central,no_info,no_info,no_info
0.1,front,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.15,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.15,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.05,central,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.07,central,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.73,front,no_info,no_info,no_info
0.05,central,no_info,no_info,no_info
0.1,central,no_info,no_info,no_info
0.15,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.882,back,no_info,no_info,no_info
0.8,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.21,front,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.13,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.15,back,no_info,no_info,no_info
1.06,front,no_info,no_info,no_info
0.15,front,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.14,back,no_info,no_info,no_info
0.16,front,no_info,no_info,no_info
0.12,front,no_info,no_info,no_info
0.23,front,no_info,no_info,no_info
0.65,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.09,central,no_info,no_info,no_info
0.06,central,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.06,central,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.18,back,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.13,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.08,central,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.06,central,no_info,no_info,no_info
0.12,central,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.22,central,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.16,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.15,back,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.17,front,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.15,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.18,back,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.1,front,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.11,front,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.26,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.08,central,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.23,front,no_info,no_info,no_info
0.72,back,no_info,no_info,no_info
0.7,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.15,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.14,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.13,back,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.07,central,no_info,no_info,no_info
0.06,central,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.07,central,no_info,no_info,no_info
0.12,front,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.21,front,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.1,front,no_info,no_info,no_info
0.07,central,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.06,central,no_info,no_info,no_info
0.05,central,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.03,central,no_info,no_info,no_info
0.37,front,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.95,back,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.1,front,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.08,central,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.1,central,no_info,no_info,no_info
0.06,central,no_info,no_info,no_info
0.1,front,no_info,no_info,no_info
0.81,central,no_info,no_info,no_info
1.43,back,no_info,no_info,no_info
0.31,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.13,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.2,back,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.1,front,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.08,central,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.12,front,no_info,no_info,no_info
0.09,central,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.17,back,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.35,front,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.12,back,no_info,no_info,no_info
0.12,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.11,central,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.54,front,no_info,no_info,no_info
0.2,front,no_info,no_info,no_info
0.15,back,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.11,central,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.21,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.08,central,no_info,no_info,no_info
0.08,central,no_info,no_info,no_info
0.16,front,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.11,central,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.12,front,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.16,back,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.3,front,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.18,central,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.12,back,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.86,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.09,central,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.13,central,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.11,central,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.1,front,no_info,no_info,no_info
0.06,central,no_info,no_info,no_info
0.08,central,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.32,front,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.1,central,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.03,central,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.13,central,no_info,no_info,no_info
0.07,central,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.15,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.1,front,no_info,no_info,no_info
0.11,central,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.13,central,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.1,front,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.1,front,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.12,front,no_info,no_info,no_info
0.07,central,no_info,no_info,no_info
0.14,front,no_info,no_info,no_info
0.19,central,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.07,central,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.11,central,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.09,central,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.29,central,no_info,no_info,no_info
0.13,front,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.1,central,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.19,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.13,back,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.26,front,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.2,front,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.21,front,no_info,no_info,no_info
0.48,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.12,central,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.05,central,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.12,back,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.12,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.07,central,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.13,front,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.1,central,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.6,back,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.2,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.09,central,no_info,no_info,no_info
0.12,central,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.13,back,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.15,back,no_info,no_info,no_info
0.12,front,no_info,no_info,no_info
0.05,central,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.09,central,no_info,no_info,no_info
0.06,central,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.09,central,no_info,no_info,no_info
0.06,central,no_info,no_info,no_info
0.06,central,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.14,front,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.05,central,no_info,no_info,no_info
0.1,front,no_info,no_info,no_info
1.322,central,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.13,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.58,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.19,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.12,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.18,front,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.576,back,no_info,no_info,no_info
0.08,central,no_info,no_info,no_info
0.1,central,no_info,no_info,no_info
0.28,central,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.11,front,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.17,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.48,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.17,central,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.14,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.12,front,no_info,no_info,no_info
0.08,central,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.06,central,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.11,central,no_info,no_info,no_info
0.11,front,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.1,central,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.18,back,no_info,no_info,no_info
0.13,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.12,back,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.332,back,no_info,no_info,no_info
0.13,central,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.1,front,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.09,central,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.08,central,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.14,front,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.17,back,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.06,central,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.09,central,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.07,central,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.05,central,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
1.908,central,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.07,central,no_info,no_info,no_info
0.07,central,no_info,no_info,no_info
0.12,central,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.15,front,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.09,central,no_info,no_info,no_info
0.17,front,no_info,no_info,no_info
0.09,central,no_info,no_info,no_info
0.15,back,no_info,no_info,no_info
0.17,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.07,central,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.494,central,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.18,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.13,back,no_info,no_info,no_info
0.12,back,no_info,no_info,no_info
0.17,back,no_info,no_info,no_info
0.08,central,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.05,central,no_info,no_info,no_info
1.07,front,no_info,no_info,no_info
0.1,central,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
