combined_len,age,gender,accent
0.18,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.22,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.27,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.25,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.39,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.66,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.67,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.362,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.48,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.332,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.57,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.36,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.29,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.35,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.23,no_info,no_info,no_info
0.22,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.906,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.528,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.38,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.32,no_info,no_info,no_info
0.24,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.38,no_info,no_info,no_info
0.29,no_info,no_info,no_info
0.31,no_info,no_info,no_info
0.29,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.24,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.516,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.316,no_info,no_info,no_info
0.31,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.23,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.26,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.39,no_info,no_info,no_info
0.41,fifties,female_feminine,no_info
0.06,fifties,female_feminine,no_info
0.07,fifties,female_feminine,no_info
0.09,fifties,female_feminine,no_info
0.21,fifties,female_feminine,no_info
0.09,fifties,female_feminine,no_info
0.12,fifties,female_feminine,no_info
0.06,fifties,female_feminine,no_info
0.06,fifties,female_feminine,no_info
0.12,fifties,female_feminine,no_info
0.11,fifties,female_feminine,no_info
0.23,fifties,female_feminine,no_info
0.4,fifties,female_feminine,no_info
0.66,fifties,female_feminine,no_info
0.21,fifties,female_feminine,no_info
0.19,fifties,female_feminine,no_info
0.06,fifties,female_feminine,no_info
0.16,fifties,female_feminine,no_info
0.66,fifties,female_feminine,no_info
0.11,fifties,female_feminine,no_info
0.09,fifties,female_feminine,no_info
0.09,fifties,female_feminine,no_info
0.08,fifties,female_feminine,no_info
0.16,fifties,female_feminine,no_info
0.24,fifties,female_feminine,no_info
0.16,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.462,no_info,no_info,no_info
0.82,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.67,no_info,no_info,no_info
0.22,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.25,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.72,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.572,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.54,no_info,no_info,no_info
0.22,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.89,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.22,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.54,no_info,no_info,no_info
0.76,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.28,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.51,no_info,no_info,no_info
0.33,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.25,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.22,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.32,no_info,no_info,no_info
0.66,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.27,no_info,no_info,no_info
0.572,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.22,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.522,no_info,no_info,no_info
1.13,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.23,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.14,no_info,no_info,no_info
1.278,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.33,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.22,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.733,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.25,no_info,no_info,no_info
0.958,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.28,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.45,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.24,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.31,no_info,no_info,no_info
0.31,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.786,no_info,no_info,no_info
0.22,no_info,no_info,no_info
0.45,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.3,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.817,no_info,no_info,no_info
0.44,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.25,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.32,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.25,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.28,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.43,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.32,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.32,no_info,no_info,no_info
0.13,no_info,no_info,no_info
1.372,no_info,no_info,no_info
0.55,no_info,no_info,no_info
0.6,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.36,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.13,no_info,no_info,no_info
2.102,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.22,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.46,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.15,no_info,no_info,no_info
1.512,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.41,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.26,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.96,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.24,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.86,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.27,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.25,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.42,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.812,no_info,no_info,no_info
0.06,no_info,no_info,no_info
1.01,no_info,no_info,no_info
0.58,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.22,no_info,no_info,no_info
0.38,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.32,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.28,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.29,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.48,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.22,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.14,no_info,no_info,no_info
1.43,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.28,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.06,no_info,no_info,no_info
1.1,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.48,no_info,no_info,no_info
0.25,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.67,no_info,no_info,no_info
0.44,no_info,no_info,no_info
0.25,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.22,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.81,no_info,no_info,no_info
1.48,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.3,no_info,no_info,no_info
0.24,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.31,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.33,no_info,no_info,no_info
0.22,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.39,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.27,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.28,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.37,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.08,no_info,no_info,no_info
1.646,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.41,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.31,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.17,no_info,no_info,no_info
1.733,no_info,no_info,no_info
0.28,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.35,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.25,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.3,no_info,no_info,no_info
0.28,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.12,no_info,no_info,no_info
1.246,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.34,no_info,no_info,no_info
