duration,consonant_group,age,gender,accent
0.09,approximants,no_info,no_info,no_info
0.1,stops,no_info,no_info,no_info
0.03,approximants,no_info,no_info,no_info
0.08,nasals,no_info,no_info,no_info
0.08,stops,no_info,no_info,no_info
0.65,fricatives,no_info,no_info,no_info
0.06,approximants,no_info,no_info,no_info
0.07,approximants,no_info,no_info,no_info
0.1,stops,no_info,no_info,no_info
0.14,fricatives,no_info,no_info,no_info
0.09,nasals,no_info,no_info,no_info
0.1,stops,no_info,no_info,no_info
0.1,fricatives,no_info,no_info,no_info
0.09,stops,no_info,no_info,no_info
0.04,approximants,no_info,no_info,no_info
0.06,approximants,no_info,no_info,no_info
0.05,other,no_info,no_info,no_info
0.07,stops,no_info,no_info,no_info
0.07,approximants,no_info,no_info,no_info
0.06,approximants,no_info,no_info,no_info
0.08,nasals,no_info,no_info,no_info
0.05,nasals,no_info,no_info,no_info
0.12,other,no_info,no_info,no_info
0.06,nasals,no_info,no_info,no_info
0.09,approximants,no_info,no_info,no_info
0.06,stops,no_info,no_info,no_info
0.12,stops,no_info,no_info,no_info
0.05,stops,no_info,no_info,no_info
0.05,approximants,no_info,no_info,no_info
0.1,stops,no_info,no_info,no_info
0.07,approximants,no_info,no_info,no_info
0.03,other,no_info,no_info,no_info
0.04,stops,no_info,no_info,no_info
0.07,stops,no_info,no_info,no_info
0.05,approximants,no_info,no_info,no_info
0.04,approximants,no_info,no_info,no_info
0.1,stops,no_info,no_info,no_info
0.72,approximants,no_info,no_info,no_info
0.05,approximants,no_info,no_info,no_info
0.05,approximants,no_info,no_info,no_info
0.21,stops,no_info,no_info,no_info
0.08,stops,no_info,no_info,no_info
0.08,stops,no_info,no_info,no_info
0.88,fricatives,no_info,no_info,no_info
0.13,fricatives,no_info,no_info,no_info
0.12,fricatives,no_info,no_info,no_info
0.12,fricatives,no_info,no_info,no_info
0.07,approximants,no_info,no_info,no_info
0.07,nasals,no_info,no_info,no_info
0.04,approximants,no_info,no_info,no_info
0.06,nasals,no_info,no_info,no_info
0.07,nasals,no_info,no_info,no_info
0.08,approximants,no_info,no_info,no_info
0.03,approximants,no_info,no_info,no_info
0.07,other,no_info,no_info,no_info
0.09,fricatives,no_info,no_info,no_info
0.11,stops,no_info,no_info,no_info
0.11,fricatives,no_info,no_info,no_info
0.06,stops,no_info,no_info,no_info
0.05,approximants,no_info,no_info,no_info
0.09,stops,no_info,no_info,no_info
0.12,nasals,no_info,no_info,no_info
0.18,fricatives,no_info,no_info,no_info
0.08,nasals,no_info,no_info,no_info
0.1,approximants,no_info,no_info,no_info
0.06,approximants,no_info,no_info,no_info
0.06,other,no_info,no_info,no_info
0.06,stops,no_info,no_info,no_info
0.05,approximants,no_info,no_info,no_info
0.21,nasals,no_info,no_info,no_info
0.07,stops,no_info,no_info,no_info
0.13,fricatives,no_info,no_info,no_info
0.06,stops,no_info,no_info,no_info
0.16,stops,no_info,no_info,no_info
0.05,stops,no_info,no_info,no_info
0.05,fricatives,no_info,no_info,no_info
0.05,approximants,no_info,no_info,no_info
0.1,stops,no_info,no_info,no_info
0.08,approximants,no_info,no_info,no_info
0.07,nasals,no_info,no_info,no_info
0.03,nasals,no_info,no_info,no_info
0.05,stops,no_info,no_info,no_info
0.06,approximants,no_info,no_info,no_info
0.13,stops,no_info,no_info,no_info
0.05,approximants,no_info,no_info,no_info
0.12,stops,no_info,no_info,no_info
0.05,approximants,no_info,no_info,no_info
0.09,stops,no_info,no_info,no_info
0.03,other,no_info,no_info,no_info
0.03,other,no_info,no_info,no_info
0.45,stops,no_info,no_info,no_info
0.03,fricatives,no_info,no_info,no_info
0.08,nasals,no_info,no_info,no_info
0.03,stops,no_info,no_info,no_info
0.91,other,no_info,no_info,no_info
0.06,approximants,no_info,no_info,no_info
0.13,approximants,no_info,no_info,no_info
0.04,stops,no_info,no_info,no_info
0.14,stops,no_info,no_info,no_info
0.08,approximants,no_info,no_info,no_info
0.06,approximants,no_info,no_info,no_info
0.07,approximants,no_info,no_info,no_info
0.05,stops,no_info,no_info,no_info
0.04,fricatives,no_info,no_info,no_info
0.09,stops,no_info,no_info,no_info
0.06,approximants,no_info,no_info,no_info
0.05,nasals,no_info,no_info,no_info
0.1,stops,no_info,no_info,no_info
0.05,stops,no_info,no_info,no_info
0.07,other,no_info,no_info,no_info
0.12,stops,no_info,no_info,no_info
0.09,approximants,no_info,no_info,no_info
0.03,stops,no_info,no_info,no_info
0.09,approximants,no_info,no_info,no_info
0.18,approximants,no_info,no_info,no_info
0.03,stops,no_info,no_info,no_info
0.25,nasals,no_info,no_info,no_info
0.7,stops,no_info,no_info,no_info
0.1,nasals,no_info,no_info,no_info
0.06,stops,no_info,no_info,no_info
0.08,approximants,no_info,no_info,no_info
0.05,nasals,no_info,no_info,no_info
0.12,stops,no_info,no_info,no_info
0.07,approximants,no_info,no_info,no_info
0.06,approximants,no_info,no_info,no_info
0.04,nasals,no_info,no_info,no_info
0.06,nasals,no_info,no_info,no_info
0.13,approximants,no_info,no_info,no_info
0.04,stops,no_info,no_info,no_info
0.07,nasals,no_info,no_info,no_info
0.06,stops,no_info,no_info,no_info
0.03,other,no_info,no_info,no_info
0.15,other,no_info,no_info,no_info
0.13,nasals,no_info,no_info,no_info
0.05,nasals,no_info,no_info,no_info
0.07,approximants,no_info,no_info,no_info
0.11,stops,no_info,no_info,no_info
0.06,stops,no_info,no_info,no_info
0.07,stops,no_info,no_info,no_info
0.42,stops,no_info,no_info,no_info
0.03,fricatives,no_info,no_info,no_info
0.03,fricatives,no_info,no_info,no_info
0.05,approximants,no_info,no_info,no_info
0.09,other,no_info,no_info,no_info
0.09,nasals,no_info,no_info,no_info
0.08,stops,no_info,no_info,no_info
0.07,approximants,no_info,no_info,no_info
0.04,stops,no_info,no_info,no_info
0.04,nasals,no_info,no_info,no_info
0.09,approximants,no_info,no_info,no_info
0.04,stops,no_info,no_info,no_info
0.08,stops,no_info,no_info,no_info
0.07,fricatives,no_info,no_info,no_info
0.08,approximants,no_info,no_info,no_info
0.05,stops,no_info,no_info,no_info
0.07,nasals,no_info,no_info,no_info
0.07,stops,no_info,no_info,no_info
0.04,approximants,no_info,no_info,no_info
0.06,stops,no_info,no_info,no_info
0.09,fricatives,no_info,no_info,no_info
0.04,stops,no_info,no_info,no_info
0.05,stops,no_info,no_info,no_info
0.12,stops,no_info,no_info,no_info
0.06,stops,no_info,no_info,no_info
0.12,fricatives,no_info,no_info,no_info
0.06,stops,no_info,no_info,no_info
0.07,stops,no_info,no_info,no_info
0.06,other,no_info,no_info,no_info
0.1,stops,no_info,no_info,no_info
0.04,stops,no_info,no_info,no_info
0.06,fricatives,no_info,no_info,no_info
0.04,approximants,no_info,no_info,no_info
0.07,approximants,no_info,no_info,no_info
0.04,stops,no_info,no_info,no_info
0.03,nasals,no_info,no_info,no_info
0.03,other,no_info,no_info,no_info
0.6,stops,no_info,no_info,no_info
0.03,other,no_info,no_info,no_info
0.05,stops,no_info,no_info,no_info
0.13,stops,no_info,no_info,no_info
0.07,stops,no_info,no_info,no_info
0.08,approximants,no_info,no_info,no_info
0.06,stops,no_info,no_info,no_info
0.25,nasals,no_info,no_info,no_info
0.45,stops,no_info,no_info,no_info
0.06,approximants,no_info,no_info,no_info
0.11,stops,no_info,no_info,no_info
0.03,fricatives,no_info,no_info,no_info
0.11,stops,no_info,no_info,no_info
0.03,fricatives,no_info,no_info,no_info
0.08,approximants,no_info,no_info,no_info
0.07,stops,no_info,no_info,no_info
0.11,approximants,no_info,no_info,no_info
0.07,stops,no_info,no_info,no_info
0.08,other,no_info,no_info,no_info
0.06,fricatives,no_info,no_info,no_info
0.04,nasals,no_info,no_info,no_info
0.05,stops,no_info,no_info,no_info
0.09,other,no_info,no_info,no_info
0.03,stops,no_info,no_info,no_info
0.08,stops,no_info,no_info,no_info
0.06,approximants,no_info,no_info,no_info
0.04,approximants,no_info,no_info,no_info
0.07,stops,no_info,no_info,no_info
0.27,stops,no_info,no_info,no_info
0.03,approximants,no_info,no_info,no_info
0.08,stops,no_info,no_info,no_info
0.07,nasals,no_info,no_info,no_info
0.04,stops,no_info,no_info,no_info
0.08,stops,no_info,no_info,no_info
0.06,stops,no_info,no_info,no_info
0.05,nasals,no_info,no_info,no_info
0.04,nasals,no_info,no_info,no_info
0.11,nasals,no_info,no_info,no_info
0.09,nasals,no_info,no_info,no_info
0.07,approximants,no_info,no_info,no_info
0.06,nasals,no_info,no_info,no_info
0.04,stops,no_info,no_info,no_info
0.03,nasals,no_info,no_info,no_info
0.05,nasals,no_info,no_info,no_info
0.04,nasals,no_info,no_info,no_info
0.08,stops,no_info,no_info,no_info
0.07,approximants,no_info,no_info,no_info
0.18,stops,no_info,no_info,no_info
0.07,nasals,no_info,no_info,no_info
0.03,nasals,no_info,no_info,no_info
0.03,fricatives,no_info,no_info,no_info
0.43,stops,no_info,no_info,no_info
0.18,nasals,no_info,no_info,no_info
0.03,stops,no_info,no_info,no_info
0.05,nasals,no_info,no_info,no_info
0.05,approximants,no_info,no_info,no_info
0.12,fricatives,no_info,no_info,no_info
0.05,stops,no_info,no_info,no_info
0.16,approximants,no_info,no_info,no_info
0.04,other,no_info,no_info,no_info
0.08,stops,no_info,no_info,no_info
0.08,nasals,no_info,no_info,no_info
0.04,nasals,no_info,no_info,no_info
0.06,nasals,no_info,no_info,no_info
0.05,nasals,no_info,no_info,no_info
0.09,other,no_info,no_info,no_info
0.05,approximants,no_info,no_info,no_info
0.07,approximants,no_info,no_info,no_info
0.11,approximants,no_info,no_info,no_info
0.08,nasals,no_info,no_info,no_info
0.03,nasals,no_info,no_info,no_info
0.13,fricatives,no_info,no_info,no_info
0.07,stops,no_info,no_info,no_info
0.07,approximants,no_info,no_info,no_info
0.08,stops,no_info,no_info,no_info
0.04,stops,no_info,no_info,no_info
0.09,stops,no_info,no_info,no_info
0.07,approximants,no_info,no_info,no_info
0.07,nasals,no_info,no_info,no_info
0.04,stops,no_info,no_info,no_info
0.1,approximants,no_info,no_info,no_info
0.08,approximants,no_info,no_info,no_info
0.05,stops,no_info,no_info,no_info
0.05,nasals,no_info,no_info,no_info
0.08,stops,no_info,no_info,no_info
0.15,nasals,no_info,no_info,no_info
0.08,approximants,no_info,no_info,no_info
0.06,nasals,no_info,no_info,no_info
0.06,nasals,no_info,no_info,no_info
0.16,fricatives,no_info,no_info,no_info
0.05,approximants,no_info,no_info,no_info
0.08,approximants,no_info,no_info,no_info
0.09,stops,no_info,no_info,no_info
0.03,approximants,no_info,no_info,no_info
0.03,approximants,no_info,no_info,no_info
0.05,stops,no_info,no_info,no_info
0.1,approximants,no_info,no_info,no_info
0.03,approximants,no_info,no_info,no_info
0.1,fricatives,no_info,no_info,no_info
0.06,nasals,no_info,no_info,no_info
0.05,stops,no_info,no_info,no_info
0.07,approximants,no_info,no_info,no_info
0.06,stops,no_info,no_info,no_info
0.06,stops,no_info,no_info,no_info
0.04,approximants,no_info,no_info,no_info
0.07,other,no_info,no_info,no_info
0.13,nasals,no_info,no_info,no_info
0.18,other,no_info,no_info,no_info
0.06,approximants,no_info,no_info,no_info
0.03,other,no_info,no_info,no_info
0.07,stops,no_info,no_info,no_info
0.06,approximants,no_info,no_info,no_info
0.07,fricatives,no_info,no_info,no_info
0.05,approximants,no_info,no_info,no_info
0.03,stops,no_info,no_info,no_info
0.05,stops,no_info,no_info,no_info
0.1,fricatives,no_info,no_info,no_info
0.06,approximants,no_info,no_info,no_info
0.04,approximants,no_info,no_info,no_info
0.07,stops,no_info,no_info,no_info
0.07,approximants,no_info,no_info,no_info
0.03,stops,no_info,no_info,no_info
0.09,fricatives,no_info,no_info,no_info
0.06,stops,no_info,no_info,no_info
0.03,approximants,no_info,no_info,no_info
0.08,nasals,no_info,no_info,no_info
0.06,stops,no_info,no_info,no_info
0.04,nasals,no_info,no_info,no_info
0.11,fricatives,no_info,no_info,no_info
0.08,stops,no_info,no_info,no_info
0.03,other,no_info,no_info,no_info
0.03,approximants,no_info,no_info,no_info
0.03,approximants,no_info,no_info,no_info
0.09,stops,no_info,no_info,no_info
0.03,stops,no_info,no_info,no_info
0.11,nasals,no_info,no_info,no_info
0.09,stops,no_info,no_info,no_info
0.24,stops,no_info,no_info,no_info
0.04,stops,no_info,no_info,no_info
0.07,stops,no_info,no_info,no_info
0.06,nasals,no_info,no_info,no_info
0.06,nasals,no_info,no_info,no_info
0.12,other,no_info,no_info,no_info
0.03,stops,no_info,no_info,no_info
0.07,nasals,no_info,no_info,no_info
0.14,other,no_info,no_info,no_info
0.17,approximants,no_info,no_info,no_info
0.2,approximants,no_info,no_info,no_info
0.13,approximants,no_info,no_info,no_info
0.05,approximants,no_info,no_info,no_info
0.05,approximants,no_info,no_info,no_info
0.06,approximants,no_info,no_info,no_info
0.05,nasals,no_info,no_info,no_info
0.07,stops,no_info,no_info,no_info
0.03,approximants,no_info,no_info,no_info
0.07,nasals,no_info,no_info,no_info
0.1,fricatives,no_info,no_info,no_info
0.06,stops,no_info,no_info,no_info
0.07,stops,no_info,no_info,no_info
0.11,fricatives,no_info,no_info,no_info
0.12,approximants,no_info,no_info,no_info
0.06,nasals,no_info,no_info,no_info
0.08,fricatives,no_info,no_info,no_info
0.05,approximants,no_info,no_info,no_info
0.1,other,no_info,no_info,no_info
0.05,approximants,no_info,no_info,no_info
0.08,approximants,no_info,no_info,no_info
0.04,nasals,no_info,no_info,no_info
0.1,fricatives,no_info,no_info,no_info
0.08,stops,no_info,no_info,no_info
0.07,stops,no_info,no_info,no_info
0.06,fricatives,no_info,no_info,no_info
0.08,stops,no_info,no_info,no_info
0.04,approximants,no_info,no_info,no_info
0.03,approximants,no_info,no_info,no_info
0.07,other,no_info,no_info,no_info
0.07,nasals,no_info,no_info,no_info
0.05,nasals,no_info,no_info,no_info
0.03,approximants,no_info,no_info,no_info
0.05,nasals,no_info,no_info,no_info
0.09,stops,no_info,no_info,no_info
0.06,stops,no_info,no_info,no_info
0.08,fricatives,no_info,no_info,no_info
0.03,approximants,no_info,no_info,no_info
0.03,approximants,no_info,no_info,no_info
0.06,other,no_info,no_info,no_info
0.1,stops,no_info,no_info,no_info
0.1,fricatives,no_info,no_info,no_info
0.06,stops,no_info,no_info,no_info
0.05,approximants,no_info,no_info,no_info
2.08,stops,no_info,no_info,no_info
0.04,stops,no_info,no_info,no_info
0.03,fricatives,no_info,no_info,no_info
0.24,approximants,no_info,no_info,no_info
0.05,stops,no_info,no_info,no_info
0.11,nasals,no_info,no_info,no_info
0.21,stops,no_info,no_info,no_info
0.14,approximants,no_info,no_info,no_info
0.16,stops,no_info,no_info,no_info
0.1,stops,no_info,no_info,no_info
0.08,approximants,no_info,no_info,no_info
0.06,stops,no_info,no_info,no_info
0.1,fricatives,no_info,no_info,no_info
0.1,approximants,no_info,no_info,no_info
0.07,stops,no_info,no_info,no_info
0.1,nasals,no_info,no_info,no_info
0.08,stops,no_info,no_info,no_info
0.682,nasals,no_info,no_info,no_info
0.23,nasals,no_info,no_info,no_info
0.08,approximants,no_info,no_info,no_info
0.08,stops,no_info,no_info,no_info
0.12,fricatives,no_info,no_info,no_info
0.15,stops,no_info,no_info,no_info
0.03,stops,no_info,no_info,no_info
0.04,approximants,no_info,no_info,no_info
0.1,fricatives,no_info,no_info,no_info
0.07,approximants,no_info,no_info,no_info
0.06,stops,no_info,no_info,no_info
0.05,stops,no_info,no_info,no_info
0.08,approximants,no_info,no_info,no_info
0.03,nasals,no_info,no_info,no_info
0.1,fricatives,no_info,no_info,no_info
0.08,nasals,no_info,no_info,no_info
0.15,stops,no_info,no_info,no_info
0.07,fricatives,no_info,no_info,no_info
0.13,stops,no_info,no_info,no_info
0.04,stops,no_info,no_info,no_info
0.12,stops,no_info,no_info,no_info
0.07,fricatives,no_info,no_info,no_info
0.1,other,no_info,no_info,no_info
0.06,nasals,no_info,no_info,no_info
0.12,other,no_info,no_info,no_info
0.06,stops,no_info,no_info,no_info
0.24,other,no_info,no_info,no_info
0.03,approximants,no_info,no_info,no_info
0.12,other,no_info,no_info,no_info
0.05,approximants,no_info,no_info,no_info
0.11,fricatives,no_info,no_info,no_info
0.09,other,no_info,no_info,no_info
0.03,approximants,no_info,no_info,no_info
0.08,stops,no_info,no_info,no_info
0.05,stops,no_info,no_info,no_info
0.12,stops,no_info,no_info,no_info
0.05,stops,no_info,no_info,no_info
0.09,stops,no_info,no_info,no_info
0.05,approximants,no_info,no_info,no_info
0.05,nasals,no_info,no_info,no_info
0.06,stops,no_info,no_info,no_info
0.08,stops,no_info,no_info,no_info
0.06,approximants,no_info,no_info,no_info
0.09,stops,no_info,no_info,no_info
0.04,nasals,no_info,no_info,no_info
0.06,stops,no_info,no_info,no_info
0.04,fricatives,no_info,no_info,no_info
0.08,fricatives,no_info,no_info,no_info
0.06,approximants,no_info,no_info,no_info
0.05,approximants,no_info,no_info,no_info
0.06,nasals,no_info,no_info,no_info
0.08,stops,no_info,no_info,no_info
0.06,stops,no_info,no_info,no_info
0.08,nasals,no_info,no_info,no_info
0.06,approximants,no_info,no_info,no_info
0.05,nasals,no_info,no_info,no_info
0.05,stops,no_info,no_info,no_info
0.06,approximants,no_info,no_info,no_info
0.07,other,no_info,no_info,no_info
0.08,nasals,no_info,no_info,no_info
0.05,nasals,no_info,no_info,no_info
0.07,nasals,no_info,no_info,no_info
0.07,stops,no_info,no_info,no_info
0.07,stops,no_info,no_info,no_info
0.08,nasals,no_info,no_info,no_info
0.06,approximants,no_info,no_info,no_info
0.07,nasals,no_info,no_info,no_info
0.04,stops,no_info,no_info,no_info
0.05,approximants,no_info,no_info,no_info
0.16,approximants,no_info,no_info,no_info
0.11,fricatives,no_info,no_info,no_info
0.07,stops,no_info,no_info,no_info
0.15,fricatives,no_info,no_info,no_info
0.1,stops,no_info,no_info,no_info
0.07,fricatives,no_info,no_info,no_info
0.07,other,no_info,no_info,no_info
0.04,approximants,no_info,no_info,no_info
0.06,fricatives,no_info,no_info,no_info
0.1,fricatives,no_info,no_info,no_info
0.09,fricatives,no_info,no_info,no_info
0.11,stops,no_info,no_info,no_info
0.1,approximants,no_info,no_info,no_info
0.822,approximants,no_info,no_info,no_info
0.05,nasals,no_info,no_info,no_info
0.07,nasals,no_info,no_info,no_info
0.06,stops,no_info,no_info,no_info
0.1,stops,no_info,no_info,no_info
0.06,approximants,no_info,no_info,no_info
0.07,stops,no_info,no_info,no_info
0.09,stops,no_info,no_info,no_info
0.08,nasals,no_info,no_info,no_info
0.06,stops,no_info,no_info,no_info
0.07,stops,no_info,no_info,no_info
0.11,other,no_info,no_info,no_info
0.08,approximants,no_info,no_info,no_info
0.1,other,no_info,no_info,no_info
0.05,stops,no_info,no_info,no_info
0.05,nasals,no_info,no_info,no_info
0.08,fricatives,no_info,no_info,no_info
0.06,approximants,no_info,no_info,no_info
0.06,approximants,no_info,no_info,no_info
0.09,fricatives,no_info,no_info,no_info
0.08,fricatives,no_info,no_info,no_info
0.04,other,no_info,no_info,no_info
0.09,stops,no_info,no_info,no_info
0.11,other,no_info,no_info,no_info
0.08,stops,no_info,no_info,no_info
0.08,approximants,no_info,no_info,no_info
0.06,stops,no_info,no_info,no_info
0.03,approximants,no_info,no_info,no_info
1.13,approximants,no_info,no_info,no_info
0.25,approximants,no_info,no_info,no_info
0.31,other,no_info,no_info,no_info
0.09,stops,no_info,no_info,no_info
0.04,approximants,no_info,no_info,no_info
0.14,stops,no_info,no_info,no_info
0.05,stops,no_info,no_info,no_info
0.04,approximants,no_info,no_info,no_info
0.07,stops,no_info,no_info,no_info
0.04,approximants,no_info,no_info,no_info
0.12,stops,no_info,no_info,no_info
0.05,nasals,no_info,no_info,no_info
0.22,nasals,no_info,no_info,no_info
0.09,approximants,thirties,male_masculine,no_info
0.06,approximants,thirties,male_masculine,no_info
0.07,stops,thirties,male_masculine,no_info
0.11,approximants,thirties,male_masculine,no_info
0.08,fricatives,thirties,male_masculine,no_info
0.09,approximants,thirties,male_masculine,no_info
0.05,nasals,thirties,male_masculine,no_info
0.13,fricatives,thirties,male_masculine,no_info
0.05,stops,thirties,male_masculine,no_info
0.42,nasals,thirties,male_masculine,no_info
0.21,stops,thirties,male_masculine,no_info
0.08,approximants,thirties,male_masculine,no_info
0.12,nasals,thirties,male_masculine,no_info
0.1,fricatives,thirties,male_masculine,no_info
0.06,stops,thirties,male_masculine,no_info
0.13,stops,thirties,male_masculine,no_info
0.1,stops,thirties,male_masculine,no_info
0.04,nasals,thirties,male_masculine,no_info
0.07,other,thirties,male_masculine,no_info
0.18,nasals,thirties,male_masculine,no_info
0.1,nasals,thirties,male_masculine,no_info
0.13,fricatives,thirties,male_masculine,no_info
0.09,other,thirties,male_masculine,no_info
0.18,fricatives,thirties,male_masculine,no_info
0.04,nasals,thirties,male_masculine,no_info
0.03,approximants,thirties,male_masculine,no_info
0.09,approximants,thirties,male_masculine,no_info
0.08,approximants,thirties,male_masculine,no_info
0.16,stops,thirties,male_masculine,no_info
0.11,approximants,thirties,male_masculine,no_info
0.1,approximants,thirties,male_masculine,no_info
0.06,stops,thirties,male_masculine,no_info
0.09,nasals,thirties,male_masculine,no_info
0.05,stops,thirties,male_masculine,no_info
1.18,approximants,thirties,male_masculine,no_info
0.09,approximants,thirties,male_masculine,no_info
0.04,approximants,thirties,male_masculine,no_info
0.03,nasals,thirties,male_masculine,no_info
0.09,nasals,thirties,male_masculine,no_info
0.05,approximants,thirties,male_masculine,no_info
0.09,stops,thirties,male_masculine,no_info
0.03,approximants,thirties,male_masculine,no_info
0.09,stops,thirties,male_masculine,no_info
0.04,approximants,thirties,male_masculine,no_info
0.17,fricatives,thirties,male_masculine,no_info
0.07,approximants,thirties,male_masculine,no_info
0.04,stops,thirties,male_masculine,no_info
0.06,nasals,thirties,male_masculine,no_info
0.11,fricatives,thirties,male_masculine,no_info
0.04,stops,thirties,male_masculine,no_info
0.04,stops,thirties,male_masculine,no_info
0.11,stops,thirties,male_masculine,no_info
0.13,fricatives,thirties,male_masculine,no_info
0.1,stops,thirties,male_masculine,no_info
0.13,nasals,thirties,male_masculine,no_info
0.06,stops,thirties,male_masculine,no_info
0.14,fricatives,thirties,male_masculine,no_info
0.15,fricatives,thirties,male_masculine,no_info
0.03,stops,thirties,male_masculine,no_info
0.08,approximants,thirties,male_masculine,no_info
0.07,stops,thirties,male_masculine,no_info
0.13,stops,thirties,male_masculine,no_info
0.04,approximants,thirties,male_masculine,no_info
0.09,other,thirties,male_masculine,no_info
0.15,stops,thirties,male_masculine,no_info
0.04,approximants,thirties,male_masculine,no_info
0.06,nasals,thirties,male_masculine,no_info
0.1,fricatives,thirties,male_masculine,no_info
0.11,fricatives,thirties,male_masculine,no_info
0.05,stops,thirties,male_masculine,no_info
0.07,approximants,thirties,male_masculine,no_info
0.05,approximants,thirties,male_masculine,no_info
0.04,stops,thirties,male_masculine,no_info
0.13,stops,thirties,male_masculine,no_info
0.07,nasals,thirties,male_masculine,no_info
0.06,stops,thirties,male_masculine,no_info
0.11,fricatives,thirties,male_masculine,no_info
0.05,approximants,thirties,male_masculine,no_info
0.22,approximants,thirties,male_masculine,no_info
0.11,stops,thirties,male_masculine,no_info
0.06,approximants,thirties,male_masculine,no_info
0.05,stops,thirties,male_masculine,no_info
0.06,stops,thirties,male_masculine,no_info
0.09,fricatives,thirties,male_masculine,no_info
0.06,approximants,thirties,male_masculine,no_info
0.1,approximants,thirties,male_masculine,no_info
0.06,stops,thirties,male_masculine,no_info
0.08,approximants,thirties,male_masculine,no_info
0.1,fricatives,thirties,male_masculine,no_info
0.06,stops,thirties,male_masculine,no_info
0.06,approximants,thirties,male_masculine,no_info
0.05,approximants,thirties,male_masculine,no_info
0.11,approximants,thirties,male_masculine,no_info
0.07,fricatives,thirties,male_masculine,no_info
0.09,stops,thirties,male_masculine,no_info
0.03,approximants,thirties,male_masculine,no_info
0.05,approximants,thirties,male_masculine,no_info
0.12,fricatives,thirties,male_masculine,no_info
0.09,nasals,thirties,male_masculine,no_info
0.04,stops,thirties,male_masculine,no_info
0.08,fricatives,thirties,male_masculine,no_info
0.11,stops,thirties,male_masculine,no_info
0.08,approximants,thirties,male_masculine,no_info
1.02,approximants,thirties,male_masculine,no_info
0.07,fricatives,thirties,male_masculine,no_info
0.05,nasals,thirties,male_masculine,no_info
0.11,stops,thirties,male_masculine,no_info
0.11,fricatives,thirties,male_masculine,no_info
0.08,nasals,thirties,male_masculine,no_info
0.03,other,thirties,male_masculine,no_info
0.06,nasals,thirties,male_masculine,no_info
0.04,stops,thirties,male_masculine,no_info
0.1,approximants,thirties,male_masculine,no_info
0.06,stops,thirties,male_masculine,no_info
0.31,nasals,thirties,male_masculine,no_info
0.22,nasals,thirties,male_masculine,no_info
0.06,stops,thirties,male_masculine,no_info
0.04,approximants,thirties,male_masculine,no_info
0.09,stops,thirties,male_masculine,no_info
0.05,nasals,thirties,male_masculine,no_info
0.13,other,thirties,male_masculine,no_info
0.14,approximants,thirties,male_masculine,no_info
0.1,approximants,thirties,male_masculine,no_info
0.05,stops,thirties,male_masculine,no_info
0.04,stops,thirties,male_masculine,no_info
0.03,stops,thirties,male_masculine,no_info
0.04,nasals,thirties,male_masculine,no_info
0.05,nasals,thirties,male_masculine,no_info
0.05,nasals,thirties,male_masculine,no_info
0.07,nasals,thirties,male_masculine,no_info
0.11,approximants,thirties,male_masculine,no_info
0.03,fricatives,thirties,male_masculine,no_info
0.07,fricatives,thirties,male_masculine,no_info
0.12,other,thirties,male_masculine,no_info
0.11,stops,thirties,male_masculine,no_info
0.05,stops,thirties,male_masculine,no_info
0.08,stops,thirties,male_masculine,no_info
0.15,fricatives,thirties,male_masculine,no_info
0.06,stops,thirties,male_masculine,no_info
0.1,other,thirties,male_masculine,no_info
0.1,approximants,thirties,male_masculine,no_info
0.06,stops,thirties,male_masculine,no_info
0.07,stops,thirties,male_masculine,no_info
0.09,nasals,thirties,male_masculine,no_info
0.04,stops,thirties,male_masculine,no_info
0.12,stops,thirties,male_masculine,no_info
0.21,other,thirties,male_masculine,no_info
0.14,stops,thirties,male_masculine,no_info
0.06,stops,thirties,male_masculine,no_info
0.06,other,thirties,male_masculine,no_info
0.1,stops,thirties,male_masculine,no_info
0.05,approximants,thirties,male_masculine,no_info
0.07,nasals,thirties,male_masculine,no_info
0.11,fricatives,thirties,male_masculine,no_info
0.06,nasals,thirties,male_masculine,no_info
0.04,nasals,thirties,male_masculine,no_info
0.98,approximants,thirties,male_masculine,no_info
0.09,approximants,thirties,male_masculine,no_info
0.08,fricatives,thirties,male_masculine,no_info
0.11,nasals,thirties,male_masculine,no_info
0.06,other,thirties,male_masculine,no_info
0.19,fricatives,thirties,male_masculine,no_info
0.1,stops,thirties,male_masculine,no_info
0.07,stops,thirties,male_masculine,no_info
0.12,fricatives,thirties,male_masculine,no_info
0.09,stops,thirties,male_masculine,no_info
0.04,approximants,thirties,male_masculine,no_info
0.1,nasals,thirties,male_masculine,no_info
0.57,fricatives,thirties,male_masculine,no_info
0.07,stops,thirties,male_masculine,no_info
0.08,nasals,thirties,male_masculine,no_info
0.09,stops,thirties,male_masculine,no_info
0.11,approximants,thirties,male_masculine,no_info
0.04,stops,thirties,male_masculine,no_info
0.05,nasals,thirties,male_masculine,no_info
0.05,approximants,thirties,male_masculine,no_info
0.05,stops,thirties,male_masculine,no_info
0.09,stops,thirties,male_masculine,no_info
0.07,approximants,thirties,male_masculine,no_info
0.14,stops,thirties,male_masculine,no_info
0.07,stops,thirties,male_masculine,no_info
0.11,fricatives,thirties,male_masculine,no_info
0.04,stops,thirties,male_masculine,no_info
0.06,approximants,thirties,male_masculine,no_info
0.1,stops,thirties,male_masculine,no_info
0.06,stops,thirties,male_masculine,no_info
0.07,stops,thirties,male_masculine,no_info
